person_age,person_income,person_emp_length,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_amnt,loan_int_rate,loan_status,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income_ratio
23,277000,3.0,False,False,False,False,True,False,35000,10.99,0,0,4,12.63537906137184
25,128000,9.0,False,False,False,False,True,False,30000,7.29,0,0,4,23.4375
24,12000,2.0,False,False,False,False,False,True,1750,10.99,0,1,3,14.583333333333334
21,131000,0.0,False,False,False,False,False,True,30000,5.99,0,0,4,22.900763358778626
22,275000,6.0,False,False,False,False,False,True,12000,11.58,0,0,2,4.363636363636364
26,263000,0.0,False,True,False,False,False,False,10000,10.99,1,0,4,3.802281368821293
25,221850,9.0,False,False,False,True,False,False,25000,15.7,1,0,2,11.268875366238449
22,70000,6.0,False,True,False,False,False,False,29100,15.99,1,0,3,41.57142857142857
22,12000,7.0,False,True,False,False,False,False,1500,14.84,0,1,3,12.5
26,260000,10.0,False,False,True,False,False,False,28000,10.99,0,0,3,10.76923076923077
25,259000,9.0,False,False,True,False,False,False,20000,14.42,0,1,2,7.722007722007722
24,255000,9.0,False,True,False,False,False,False,9600,6.99,0,0,2,3.7647058823529407
25,250000,2.0,False,False,False,True,False,False,25000,13.49,0,0,4,10.0
25,12000,0.0,False,False,False,True,False,False,3000,10.99,1,0,3,25.0
22,56950,6.0,False,False,False,True,False,False,28000,10.99,1,0,2,49.16593503072871
21,12000,6.0,False,True,False,False,False,False,3000,13.61,1,1,3,25.0
23,65000,2.0,False,True,False,False,False,False,28000,7.9,1,0,2,43.07692307692308
26,85000,2.0,False,False,False,False,False,True,28000,7.49,1,0,3,32.94117647058823
26,12000,2.0,False,True,False,False,False,False,6100,7.51,1,0,3,50.83333333333333
22,88000,6.0,False,False,False,False,False,True,28000,9.91,1,0,3,31.818181818181817
21,12000,0.0,False,False,False,False,True,False,4200,13.48,1,1,4,35.0
22,12000,6.0,True,False,False,False,False,False,4750,7.14,1,0,2,39.58333333333333
24,83004,0.0,False,False,False,False,False,True,28000,15.99,1,1,4,33.733314057153876
24,250000,2.0,False,True,False,False,False,False,18000,12.98,0,1,3,7.199999999999999
25,100000,5.0,True,False,False,False,False,False,28000,12.69,0,0,3,28.000000000000004
26,110000,10.0,False,True,False,False,False,False,28000,8.9,0,0,2,25.454545454545453
26,12000,0.0,True,False,False,False,False,False,2700,10.99,1,0,4,22.5
22,108000,6.0,False,True,False,False,False,False,28000,10.99,1,0,4,25.925925925925924
23,151200,7.0,True,False,False,False,False,False,28000,11.11,0,0,2,18.51851851851852
24,69000,2.0,False,False,True,False,False,False,27600,10.99,1,0,2,40.0
21,12000,5.0,True,False,False,False,False,False,3250,15.68,1,1,3,27.083333333333332
22,70000,4.0,False,True,False,False,False,False,27500,13.06,1,1,3,39.285714285714285
22,240000,6.0,False,False,False,False,True,False,25000,10.99,0,0,2,10.416666666666668
26,73200,5.0,False,False,False,False,False,True,27050,15.62,1,1,2,36.95355191256831
24,83000,5.0,False,False,False,False,True,False,27000,13.49,1,1,2,32.53012048192771
24,73399,0.0,False,False,False,False,False,True,27000,10.99,1,0,3,36.785242305753485
23,62500,7.0,False,False,False,True,False,False,26000,11.71,1,0,2,41.6
23,120000,1.0,False,True,False,False,False,False,25600,12.69,0,0,3,21.333333333333336
24,12360,2.0,False,False,False,True,False,False,1600,13.57,0,0,3,12.944983818770226
22,60000,0.0,False,False,False,False,False,True,25475,10.99,1,0,3,42.45833333333333
25,234000,3.0,False,False,False,True,False,False,20000,14.27,0,1,4,8.547008547008547
24,234000,8.0,False,False,True,False,False,False,20000,8.88,0,0,4,8.547008547008547
26,234000,10.0,False,False,True,False,False,False,21600,12.18,0,0,3,9.230769230769232
25,221004,6.0,True,False,False,False,False,False,11900,14.42,1,1,3,5.384517927277335
26,232500,0.0,False,False,False,True,False,False,25000,14.17,0,1,2,10.75268817204301
25,230000,5.0,False,False,False,True,False,False,35000,13.99,0,0,4,15.217391304347828
23,83000,7.0,False,True,False,False,False,False,25300,10.99,1,0,3,30.481927710843376
25,12600,3.0,False,False,False,False,True,False,1750,13.61,0,0,3,13.88888888888889
21,42500,3.0,False,True,False,False,False,False,25000,12.73,1,1,3,58.82352941176471
24,41000,2.0,False,False,True,False,False,False,25000,10.99,1,0,3,60.97560975609756
25,12816,0.0,True,False,False,False,False,False,3000,12.87,1,1,4,23.40823970037453
24,12960,1.0,False,False,True,False,False,False,3650,9.91,1,0,3,28.16358024691358
26,226000,4.0,False,False,True,False,False,False,20000,11.49,0,0,4,8.849557522123893
25,225000,0.0,False,False,True,False,False,False,30000,19.91,0,1,2,13.333333333333334
26,213000,6.0,False,True,False,False,False,False,35000,10.65,1,0,2,16.431924882629108
24,225000,0.0,False,False,False,True,False,False,6000,10.99,0,0,4,2.666666666666667
24,12960,0.0,True,False,False,False,False,False,4500,11.83,1,0,4,34.72222222222222
23,12996,0.0,True,False,False,False,False,False,2400,13.49,1,1,2,18.467220683287167
22,42000,6.0,False,False,False,True,False,False,25000,14.59,1,1,2,59.523809523809526
26,48000,2.0,False,True,False,False,False,False,25000,9.64,1,0,4,52.083333333333336
25,12996,1.0,False,False,False,True,False,False,3600,14.59,1,0,3,27.70083102493075
22,12996,1.0,False,True,False,False,False,False,4750,10.99,1,0,3,36.54970760233918
25,42360,1.0,False,True,False,False,False,False,25000,16.35,1,1,3,59.017941454202074
21,49000,4.0,False,True,False,False,False,False,25000,10.99,1,0,2,51.02040816326531
25,225000,0.0,False,False,False,False,False,True,25000,18.67,0,0,2,11.11111111111111
26,225000,1.0,False,True,False,False,False,False,3000,9.32,0,0,4,1.3333333333333335
23,225000,8.0,True,False,False,False,False,False,7500,8.63,0,0,2,3.3333333333333335
26,225000,2.0,False,False,False,False,False,True,25000,10.08,0,0,2,11.11111111111111
22,49464,5.0,False,False,False,False,True,False,25000,11.83,1,0,3,50.541808183729586
23,50000,1.0,True,False,False,False,False,False,25000,7.9,1,0,3,50.0
25,50000,4.0,False,False,True,False,False,False,25000,5.99,1,0,2,50.0
24,44000,2.0,True,False,False,False,False,False,25000,15.33,1,0,2,56.81818181818182
23,50000,1.0,False,False,False,False,False,True,25000,11.83,1,0,4,50.0
22,50004,0.0,False,False,False,False,False,True,25000,10.36,1,0,2,49.99600031997441
22,50004,3.0,False,False,False,False,False,True,25000,12.23,1,0,3,49.99600031997441
22,52000,2.0,False,True,False,False,False,False,25000,11.11,1,0,4,48.07692307692308
23,13200,3.0,True,False,False,False,False,False,4950,7.9,1,0,4,37.5
24,220000,1.0,False,True,False,False,False,False,25000,11.58,0,0,2,11.363636363636363
23,216000,5.0,True,False,False,False,False,False,21000,8.9,0,0,3,9.722222222222223
25,216000,2.0,False,True,False,False,False,False,25000,16.07,0,0,3,11.574074074074074
26,216000,10.0,False,True,False,False,False,False,20000,14.22,0,1,2,9.25925925925926
23,215000,7.0,False,False,False,True,False,False,35000,14.79,0,1,3,16.27906976744186
26,215000,11.0,False,True,False,False,False,False,12000,7.88,0,0,2,5.5813953488372094
23,52000,1.0,False,False,False,False,True,False,25000,13.22,1,0,2,48.07692307692308
26,46000,2.0,True,False,False,False,False,False,25000,11.86,1,0,4,54.347826086956516
22,53000,5.0,False,True,False,False,False,False,25000,13.43,1,1,4,47.16981132075472
26,47000,0.0,False,False,True,False,False,False,25000,15.28,1,1,2,53.191489361702125
23,47000,1.0,False,False,False,False,False,True,25000,17.93,1,0,2,53.191489361702125
23,13200,2.0,False,True,False,False,False,False,1400,9.25,0,0,4,10.606060606060606
21,13200,0.0,False,False,False,False,False,True,4500,12.98,1,0,4,34.090909090909086
22,210000,6.0,False,False,False,False,False,True,16000,10.62,0,0,4,7.6190476190476195
26,210000,10.0,False,False,False,False,True,False,22000,11.83,0,0,4,10.476190476190476
26,48000,5.0,False,False,False,False,False,True,25000,18.43,1,0,2,52.083333333333336
22,54996,6.0,False,True,False,False,False,False,25000,10.99,1,0,4,45.45785148010764
24,55000,4.0,False,False,True,False,False,False,25000,10.99,1,1,4,45.45454545454545
23,55000,4.0,False,True,False,False,False,False,25000,11.36,1,0,3,45.45454545454545
23,55000,4.0,False,True,False,False,False,False,25000,15.65,1,1,3,45.45454545454545
24,55164,8.0,False,False,False,False,True,False,25000,13.22,1,1,4,45.31941121020956
26,56000,4.0,True,False,False,False,False,False,25000,12.87,1,0,2,44.642857142857146
24,203500,8.0,False,False,False,True,False,False,20000,13.04,0,0,3,9.828009828009828
23,190000,5.0,False,True,False,False,False,False,22000,17.58,1,1,3,11.578947368421053
23,13920,2.0,False,False,False,False,True,False,7750,17.04,1,0,4,55.67528735632183
24,60000,0.0,False,False,False,False,True,False,25000,10.99,1,0,3,41.66666666666667
24,60000,2.0,False,False,False,False,True,False,25000,11.11,1,0,3,41.66666666666667
26,54000,7.0,True,False,False,False,False,False,25000,14.83,1,1,2,46.2962962962963
23,14000,2.0,True,False,False,False,False,False,4000,10.99,1,0,3,28.57142857142857
24,200000,8.0,False,False,False,True,False,False,12000,12.69,0,0,2,6.0
24,200000,8.0,False,False,True,False,False,False,12000,13.49,0,0,2,6.0
21,200000,5.0,False,True,False,False,False,False,16000,14.65,0,0,4,8.0
25,54000,3.0,False,False,True,False,False,False,25000,16.82,1,0,4,46.2962962962963
23,60000,3.0,False,False,False,False,True,False,25000,12.73,1,0,3,41.66666666666667
23,60000,7.0,False,False,False,False,True,False,25000,10.25,1,0,4,41.66666666666667
21,60000,6.0,False,True,False,False,False,False,25000,10.99,1,0,4,41.66666666666667
25,61959,9.0,False,False,False,True,False,False,25000,12.73,1,0,2,40.34926322245356
22,56400,2.0,False,False,True,False,False,False,25000,14.96,1,1,3,44.32624113475177
23,200000,7.0,False,True,False,False,False,False,28000,10.99,0,0,2,14.000000000000002
21,200000,2.0,True,False,False,False,False,False,25000,13.99,0,0,2,12.5
24,200000,3.0,False,False,False,False,False,True,24000,7.49,0,0,4,12.0
26,200000,4.0,False,True,False,False,False,False,15000,14.79,0,0,3,7.5
25,200000,2.0,True,False,False,False,False,False,15500,11.99,0,0,2,7.75
24,200000,8.0,False,True,False,False,False,False,10000,8.49,0,0,4,5.0
24,66000,3.0,False,True,False,False,False,False,25000,9.91,1,0,2,37.878787878787875
22,66000,6.0,False,True,False,False,False,False,25000,13.06,1,1,3,37.878787878787875
22,200000,6.0,True,False,False,False,False,False,9000,6.17,0,0,4,4.5
25,200000,5.0,False,True,False,False,False,False,18000,16.32,0,0,3,9.0
25,200000,2.0,False,False,False,False,False,True,12000,10.38,0,0,2,6.0
25,200000,9.0,False,False,False,False,True,False,23050,14.35,0,0,3,11.525
24,200000,8.0,True,False,False,False,False,False,20000,10.99,0,0,3,10.0
24,60000,2.0,True,False,False,False,False,False,25000,10.99,1,1,2,41.66666666666667
21,14400,0.0,False,False,True,False,False,False,3000,10.99,1,0,4,20.833333333333336
26,66996,10.0,False,False,False,False,True,False,25000,15.21,1,1,2,37.3156606364559
23,67000,3.0,False,True,False,False,False,False,25000,7.9,1,0,4,37.3134328358209
24,67000,2.0,False,False,False,False,False,True,25000,10.99,1,0,3,37.3134328358209
24,68000,5.0,False,False,False,False,True,False,25000,14.09,1,1,3,36.76470588235294
25,69000,9.0,False,False,False,False,True,False,25000,17.49,1,0,2,36.231884057971016
25,200000,0.0,False,True,False,False,False,False,12000,11.48,0,0,3,6.0
26,188000,10.0,False,False,False,False,False,True,20000,17.74,1,0,2,10.638297872340425
26,200000,4.0,False,False,False,False,True,False,3000,13.92,0,0,3,1.5
25,69996,9.0,False,True,False,False,False,False,25000,15.21,1,0,3,35.71632664723698
22,14400,2.0,False,False,False,True,False,False,4000,10.99,1,0,3,27.77777777777778
24,70000,3.0,False,True,False,False,False,False,25000,11.86,1,0,4,35.714285714285715
24,14400,5.0,False,False,False,False,True,False,6000,7.49,1,0,3,41.66666666666667
24,56100,7.0,False,False,False,True,False,False,25000,16.49,1,0,4,44.563279857397504
25,66000,9.0,False,False,False,False,False,True,25000,15.33,1,1,2,37.878787878787875
26,66000,3.0,False,False,True,False,False,False,25000,11.58,1,0,4,37.878787878787875
25,14400,7.0,False,True,False,False,False,False,5375,5.79,1,0,2,37.32638888888889
25,72612,9.0,False,False,False,True,False,False,25000,13.11,1,0,2,34.42957086982868
23,74000,3.0,False,False,False,True,False,False,25000,10.36,1,0,3,33.78378378378378
25,75000,9.0,True,False,False,False,False,False,25000,10.36,1,0,2,33.33333333333333
24,192000,0.0,False,False,False,True,False,False,22000,10.99,0,1,2,11.458333333333332
25,191000,1.0,False,False,False,True,False,False,10000,12.53,0,0,4,5.2356020942408374
26,190300,5.0,False,False,False,False,True,False,15000,10.99,0,0,3,7.882291119285339
22,190000,3.0,False,False,False,False,False,True,10000,10.99,0,0,3,5.263157894736842
24,75000,4.0,False,True,False,False,False,False,25000,10.25,1,0,4,33.33333333333333
22,71000,1.0,False,True,False,False,False,False,25000,15.95,1,1,4,35.2112676056338
26,190000,3.0,False,False,False,False,False,True,20000,12.18,0,0,4,10.526315789473683
23,189996,0.0,False,False,False,False,True,False,24000,11.83,0,0,3,12.631844880944861
23,78000,7.0,True,False,False,False,False,False,25000,10.99,1,1,2,32.05128205128205
23,78000,1.0,False,False,False,False,False,True,25000,10.62,1,0,3,32.05128205128205
23,78504,7.0,False,False,False,False,False,True,25000,10.74,1,0,3,31.84551105676144
25,186000,9.0,False,False,False,False,False,True,10000,10.25,0,0,4,5.376344086021505
25,185000,6.0,False,False,False,False,False,True,15000,15.27,0,0,2,8.108108108108109
24,62050,8.0,False,False,False,True,False,False,25000,15.33,1,1,2,40.290088638195
23,79416,7.0,False,False,False,False,False,True,25000,15.21,1,1,2,31.47980255867835
21,14400,4.0,False,False,False,False,False,True,6250,14.72,1,0,2,43.40277777777778
24,79631,8.0,False,False,False,False,True,False,25000,15.7,1,1,2,31.394808554457438
24,79632,0.0,False,True,False,False,False,False,25000,13.35,1,0,4,31.394414305806713
21,14400,0.0,False,False,False,True,False,False,1500,10.99,0,0,4,10.416666666666668
24,80000,6.0,False,True,False,False,False,False,25000,6.62,1,0,2,31.25
26,80000,5.0,True,False,False,False,False,False,25000,13.61,1,0,4,31.25
22,185000,4.0,False,False,False,True,False,False,25000,11.36,0,0,2,13.513513513513514
26,185000,10.0,False,False,False,False,True,False,5000,7.68,0,0,2,2.7027027027027026
24,184992,7.0,False,False,True,False,False,False,22000,14.46,0,1,4,11.892406158104134
23,184000,5.0,False,True,False,False,False,False,2500,11.83,0,0,2,1.358695652173913
24,172000,6.0,True,False,False,False,False,False,20000,13.47,1,1,4,11.627906976744185
24,183000,2.0,False,False,False,True,False,False,20000,11.49,0,0,3,10.92896174863388
22,183000,3.0,False,True,False,False,False,False,1000,10.99,0,0,2,0.546448087431694
25,182952,9.0,False,False,False,False,True,False,15000,6.03,0,0,3,8.198871835235472
23,74004,7.0,True,False,False,False,False,False,25000,16.35,1,0,4,33.78195773201448
26,74004,10.0,True,False,False,False,False,False,25000,10.99,1,1,4,33.78195773201448
25,81000,5.0,True,False,False,False,False,False,25000,7.29,1,0,3,30.864197530864196
23,81600,1.0,False,False,False,True,False,False,25000,11.36,1,0,3,30.637254901960787
24,82000,8.0,False,False,False,False,False,True,25000,10.25,0,0,2,30.48780487804878
24,83000,5.0,False,True,False,False,False,False,25000,11.12,0,0,3,30.120481927710845
24,83000,5.0,False,False,False,False,True,False,25000,12.92,0,1,3,30.120481927710845
24,180000,8.0,False,True,False,False,False,False,18000,18.64,0,1,4,10.0
23,180000,8.0,False,False,False,False,True,False,28000,7.51,0,0,3,15.555555555555555
23,14400,2.0,False,False,True,False,False,False,4000,16.7,1,0,2,27.77777777777778
22,14400,0.0,False,False,False,False,True,False,2100,11.14,0,0,4,14.583333333333334
22,84500,6.0,False,False,False,False,True,False,25000,18.3,0,0,4,29.585798816568047
24,85000,5.0,False,False,False,True,False,False,25000,10.62,0,0,4,29.411764705882355
24,180000,7.0,False,False,False,False,False,True,14000,11.99,0,0,2,7.777777777777778
26,180000,2.0,False,False,False,False,False,True,12000,9.63,0,0,4,6.666666666666667
25,142800,9.0,False,False,False,True,False,False,10000,18.25,1,0,4,7.002801120448179
23,14664,0.0,True,False,False,False,False,False,6000,10.99,1,0,4,40.91653027823241
24,87000,8.0,False,False,True,False,False,False,25000,14.84,0,0,3,28.735632183908045
24,75000,0.0,False,False,False,False,False,True,25000,14.7,1,1,3,33.33333333333333
23,76000,7.0,True,False,False,False,False,False,25000,16.02,1,0,4,32.89473684210527
23,66215,1.0,False,False,False,True,False,False,25000,15.37,1,1,2,37.75579551461149
25,90000,9.0,False,False,False,True,False,False,25000,10.99,0,0,4,27.77777777777778
21,15000,0.0,False,False,True,False,False,False,6200,7.9,1,0,2,41.333333333333336
26,180000,2.0,False,False,False,False,True,False,25000,10.99,0,0,4,13.88888888888889
24,180000,8.0,False,True,False,False,False,False,21000,11.48,0,0,3,11.666666666666666
25,180000,9.0,False,False,False,True,False,False,20000,14.26,0,1,4,11.11111111111111
26,180000,0.0,False,False,True,False,False,False,10000,8.0,0,0,4,5.555555555555555
25,180000,3.0,False,False,False,False,False,True,9950,11.26,0,0,2,5.527777777777778
23,15000,7.0,False,False,False,True,False,False,4475,10.99,1,0,4,29.833333333333336
23,78000,2.0,False,False,False,False,False,True,25000,16.32,1,1,3,32.05128205128205
25,66300,3.0,False,False,False,True,False,False,25000,17.93,1,1,4,37.70739064856712
23,90000,0.0,True,False,False,False,False,False,25000,11.36,0,0,3,27.77777777777778
24,79000,9.0,True,False,False,False,False,False,25000,14.96,1,1,4,31.645569620253166
24,91800,4.0,False,False,False,False,True,False,25000,13.43,0,1,3,27.233115468409586
25,92000,6.0,False,False,True,False,False,False,25000,12.69,0,0,3,27.173913043478258
24,92000,1.0,False,False,False,False,False,True,25000,12.73,0,1,4,27.173913043478258
23,93600,3.0,False,False,False,False,False,True,25000,15.21,0,0,4,26.70940170940171
23,15000,1.0,False,False,False,True,False,False,1750,12.68,0,1,3,11.666666666666666
23,70550,3.0,False,False,False,True,False,False,25000,19.04,1,1,4,35.43586109142452
25,83800,2.0,True,False,False,False,False,False,25000,15.95,1,1,3,29.832935560859188
26,175000,3.0,False,False,False,False,False,True,2600,8.9,0,0,4,1.4857142857142858
25,175000,10.0,False,False,True,False,False,False,8000,7.9,0,0,2,4.571428571428571
22,175000,6.0,False,True,False,False,False,False,18000,10.99,0,0,2,10.285714285714285
23,175000,8.0,False,False,False,False,True,False,21000,11.99,0,0,3,12.0
23,15000,4.0,True,False,False,False,False,False,4000,13.98,1,0,4,26.666666666666668
23,15000,4.0,False,False,False,False,False,True,4600,10.99,1,0,2,30.666666666666664
22,88000,6.0,True,False,False,False,False,False,25000,15.58,1,1,2,28.40909090909091
25,74800,2.0,False,False,False,True,False,False,25000,10.99,1,0,2,33.42245989304813
25,88000,0.0,False,False,False,False,False,True,25000,14.96,1,0,4,28.40909090909091
25,15000,2.0,False,False,True,False,False,False,1750,15.31,0,1,4,11.666666666666666
26,88000,2.0,False,False,False,False,False,True,25000,15.65,1,0,3,28.40909090909091
25,100000,1.0,False,False,False,False,False,True,25000,9.33,0,0,4,25.0
23,15000,0.0,False,False,False,False,True,False,3600,13.47,1,0,4,24.0
24,102400,8.0,False,False,False,False,True,False,25000,10.36,0,0,3,24.4140625
24,92000,1.0,False,False,True,False,False,False,25000,16.77,1,1,4,27.173913043478258
23,93000,0.0,True,False,False,False,False,False,25000,14.59,1,1,2,26.881720430107524
22,175000,6.0,False,False,False,False,False,True,3500,11.91,0,1,2,2.0
23,175000,3.0,False,True,False,False,False,False,7200,8.38,0,0,3,4.114285714285714
25,174708,9.0,False,False,False,False,False,True,9000,10.59,0,0,3,5.151452709664126
25,174000,2.0,True,False,False,False,False,False,8800,14.27,0,0,3,5.057471264367816
26,174000,8.0,True,False,False,False,False,False,12000,12.53,0,0,4,6.896551724137931
25,162000,5.0,True,False,False,False,False,False,25000,16.0,1,1,3,15.432098765432098
26,173467,10.0,False,False,False,False,False,True,10000,11.71,0,0,4,5.7647852329261475
21,15000,0.0,False,False,True,False,False,False,3175,11.54,1,1,3,21.166666666666668
25,96000,2.0,False,False,True,False,False,False,25000,15.68,1,1,4,26.041666666666668
21,15120,0.0,False,True,False,False,False,False,1500,10.59,0,0,2,9.920634920634921
24,97908,8.0,False,False,True,False,False,False,25000,12.61,1,1,2,25.534174939739344
26,110000,3.0,False,False,False,False,True,False,25000,10.99,0,1,2,22.727272727272727
23,15204,7.0,False,False,False,False,True,False,2800,8.49,1,0,3,18.41620626151013
25,159600,0.0,False,False,False,False,True,False,30000,17.27,1,1,4,18.796992481203006
24,171500,6.0,True,False,False,False,False,False,18000,8.9,0,0,4,10.495626822157435
25,170004,3.0,False,False,False,True,False,False,10000,11.11,0,0,4,5.882214536128562
24,158004,0.0,False,False,True,False,False,False,25000,14.59,1,1,2,15.822384243436874
26,170000,0.0,False,False,False,False,False,True,13000,12.42,0,0,3,7.647058823529412
24,83300,0.0,False,False,False,True,False,False,25000,10.99,1,0,2,30.012004801920767
24,110000,7.0,False,False,True,False,False,False,25000,15.7,0,1,2,22.727272727272727
22,15360,7.0,False,False,True,False,False,False,2500,12.53,1,0,3,16.276041666666664
25,134300,3.0,False,False,False,True,False,False,5000,16.49,1,0,2,3.7230081906180192
25,170000,2.0,False,True,False,False,False,False,20000,7.49,0,0,2,11.76470588235294
22,100580,6.0,True,False,False,False,False,False,25000,14.96,1,1,2,24.8558361503281
25,113000,7.0,False,False,False,True,False,False,25000,12.73,0,1,4,22.123893805309734
24,120000,8.0,False,True,False,False,False,False,25000,10.65,0,0,4,20.833333333333336
25,120000,6.0,False,False,False,True,False,False,25000,10.74,0,0,2,20.833333333333336
23,120000,7.0,False,True,False,False,False,False,25000,9.99,0,0,2,20.833333333333336
24,91800,5.0,False,False,False,True,False,False,25000,15.33,1,1,2,27.233115468409586
21,15600,5.0,False,False,False,False,False,True,1000,7.29,0,0,4,6.41025641025641
26,108000,2.0,False,False,False,False,True,False,25000,15.05,1,0,3,23.14814814814815
26,129996,6.0,False,False,False,False,True,False,25000,10.75,0,0,3,19.231360964952767
23,130000,4.0,False,True,False,False,False,False,25000,16.02,0,1,2,19.230769230769234
23,130000,7.0,False,False,False,False,False,True,25000,11.49,0,0,4,19.230769230769234
25,170000,4.0,False,True,False,False,False,False,20000,12.53,0,0,4,11.76470588235294
26,170000,0.0,False,False,False,False,False,True,12000,13.57,0,1,2,7.0588235294117645
22,169000,1.0,False,False,False,False,True,False,14000,11.14,0,0,3,8.284023668639055
26,168750,10.0,False,False,False,True,False,False,24250,12.87,0,1,3,14.37037037037037
23,168600,3.0,False,True,False,False,False,False,20000,11.58,0,0,3,11.862396204033216
